patent,citedby,citingno,country,company,class,subcategory,inventor
5297148,131,7, UNITED STATES,SUNDISK CORPORATION                                                             , Error Detection/Correction and Fault Detection/Recovery                                                                                                                                                                                                        ,Computer Hardware & Software,Eliyahou Harari
5297148,131,7, UNITED STATES,SUNDISK CORPORATION                                                             , Error Detection/Correction and Fault Detection/Recovery                                                                                                                                                                                                        ,Computer Hardware & Software,Robert Norman
5297148,131,7, UNITED STATES,SUNDISK CORPORATION                                                             , Error Detection/Correction and Fault Detection/Recovery                                                                                                                                                                                                        ,Computer Hardware & Software,Sanjay Mehrotra
5329619,127,7, GERMANY,SOFTWARE AG                                                                     , Electrical Computers and Digital Processing Systems:  Multiple Computer or Process Coordinating                                                                                                                                                                ,Computer Hardware & Software,Peter Page
5329619,127,7, GERMANY,SOFTWARE AG                                                                     , Electrical Computers and Digital Processing Systems:  Multiple Computer or Process Coordinating                                                                                                                                                                ,Computer Hardware & Software,Ruediger Warns
5329619,127,7, GERMANY,SOFTWARE AG                                                                     , Electrical Computers and Digital Processing Systems:  Multiple Computer or Process Coordinating                                                                                                                                                                ,Computer Hardware & Software,Terence Kennedy
5329619,127,7, GERMANY,SOFTWARE AG                                                                     , Electrical Computers and Digital Processing Systems:  Multiple Computer or Process Coordinating                                                                                                                                                                ,Computer Hardware & Software,Omid Ejtemai-Jandaghi
5353331,124,33, UNITED STATES,"BELL ATLANTIC NETWORK SERVICES, INC.                                            ", Telecommunications                                                                                                                                                                                                                                             ,Communications,Brenda Tucker
5353331,124,33, UNITED STATES,"BELL ATLANTIC NETWORK SERVICES, INC.                                            ", Telecommunications                                                                                                                                                                                                                                             ,Communications,Mark Emery
5353331,124,33, UNITED STATES,"BELL ATLANTIC NETWORK SERVICES, INC.                                            ", Telecommunications                                                                                                                                                                                                                                             ,Communications,Laurie Schwartz
5313454,118,26, UNITED STATES,"STRATACOM, INC.                                                                 ", Multiplex Communications                                                                                                                                                                                                                                       ,Communications,Patrick Daley
5313454,118,26, UNITED STATES,"STRATACOM, INC.                                                                 ", Multiplex Communications                                                                                                                                                                                                                                       ,Communications,Lionel Bustini
5313454,118,26, UNITED STATES,"STRATACOM, INC.                                                                 ", Multiplex Communications                                                                                                                                                                                                                                       ,Communications,Charles Corbalis
